,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
370,puro,12.4841,123.3827,87.55,62,99,3.02,ph,1655106149
371,piedecuesta,6.9879,-73.0495,65.64,91,84,3.13,co,1655105901
372,rikitea,-23.1203,-134.9692,73.09,66,62,12.33,pf,1655105777
373,butaritari,3.0707,172.7902,82.04,69,6,12.8,ki,1655105778
374,ponta delgada,37.7333,-25.6667,63.5,88,40,9.22,pt,1655106153
375,punta arenas,-53.15,-70.9167,42.91,93,75,2.3,cl,1655105700
376,mataura,-46.1927,168.8643,46.47,88,78,10.63,pf,1655105717
377,lebu,-37.6167,-73.65,46.98,87,38,10.56,cl,1655106156
378,tasiilaq,65.6145,-37.6368,35.76,100,100,2.98,gl,1655106158
379,namatanai,-3.6667,152.4333,80.65,75,95,7.7,pg,1655106056
380,alice springs,-23.7,133.8833,69.35,32,3,6.91,au,1655106160
381,ushuaia,-54.8,-68.3,35.26,100,40,2.3,ar,1655105714
382,codrington,-38.2667,141.9667,52.32,74,100,3.06,ag,1655106033
383,port hardy,50.6996,-127.4199,50.0,87,40,3.44,ca,1655105699
384,goderich,43.7501,-81.7165,55.9,93,6,3.44,sl,1655106164
385,bluff,-46.6,168.3333,46.8,63,80,27.36,nz,1655105746
386,pacific grove,36.6177,-121.9166,58.01,86,100,17.0,us,1655106001
387,hilo,19.7297,-155.09,78.28,85,0,8.05,us,1655105692
388,petropavlovsk-kamchatskiy,53.0452,158.6483,64.99,42,20,8.95,ru,1655106169
389,lata,40.1629,-8.3327,83.48,46,7,2.13,sb,1655106037
390,victoria,22.2855,114.1577,87.85,82,84,18.99,sc,1655105817
391,cidreira,-30.1811,-50.2056,51.1,76,100,14.09,br,1655105847
392,olafsvik,64.8945,-23.7142,48.94,95,100,14.52,is,1655106038
393,busselton,-33.65,115.3333,61.52,71,90,14.18,au,1655105733
394,new norfolk,-42.7826,147.0587,46.71,82,23,1.01,au,1655105700
395,solnechnyy,50.7214,136.6319,77.31,37,82,9.26,ru,1655106180
396,victoria,22.2855,114.1577,87.85,82,84,18.99,sc,1655105817
397,saint-philippe,-21.3585,55.7679,72.99,84,99,16.8,re,1655106030
398,diamantino,-14.4086,-56.4461,55.18,73,93,4.16,br,1655106183
399,ushuaia,-54.8,-68.3,35.26,100,40,2.3,ar,1655105714
400,luderitz,-26.6481,15.1594,62.74,61,100,14.0,na,1655106185
401,brattleboro,42.8509,-72.5579,67.33,95,100,1.99,us,1655106186
402,jining,35.405,116.5814,75.51,55,85,13.51,cn,1655106187
403,lebu,-37.6167,-73.65,46.98,87,38,10.56,cl,1655106156
404,touros,-5.1989,-35.4608,72.99,88,14,8.46,br,1655106190
405,constitucion,-35.3333,-72.4167,47.05,89,98,2.08,mx,1655106191
406,punta arenas,-53.15,-70.9167,42.91,93,75,2.3,cl,1655105700
407,chapais,49.7834,-74.8492,51.58,98,95,3.15,ca,1655106193
408,busselton,-33.65,115.3333,61.52,71,90,14.18,au,1655105733
409,bredasdorp,-34.5322,20.0403,59.77,70,100,3.58,za,1655105654
410,bluff,-46.6,168.3333,46.8,63,80,27.36,nz,1655105746
411,castro,-24.7911,-50.0119,36.16,80,0,2.46,cl,1655105880
412,arraial do cabo,-22.9661,-42.0278,66.85,66,100,26.15,br,1655106064
413,hermanus,-34.4187,19.2345,61.81,83,100,12.19,za,1655105704
414,nanortalik,60.1432,-45.2371,35.58,84,38,20.8,gl,1655106200
415,upernavik,72.7868,-56.1549,28.53,96,100,5.48,gl,1655105815
416,port alfred,-33.5906,26.891,72.18,42,100,4.0,za,1655105450
417,new norfolk,-42.7826,147.0587,46.71,82,23,1.01,au,1655105700
418,chuy,-33.6971,-53.4616,45.01,96,17,4.61,uy,1655106090
419,mataura,-46.1927,168.8643,46.47,88,78,10.63,pf,1655105717
420,provideniya,64.3833,-173.3,41.05,68,99,2.75,ru,1655105967
421,mar del plata,-38.0023,-57.5575,46.09,74,0,4.61,ar,1655105612
422,katsuura,35.1333,140.3,66.72,69,100,13.56,jp,1655105763
423,tommot,58.9564,126.2925,70.16,32,49,3.27,ru,1655106210
424,albany,42.6001,-73.9662,65.39,93,100,2.53,au,1655105615
425,san jose,37.3394,-121.895,59.31,76,0,1.01,bo,1655106162
426,port alfred,-33.5906,26.891,72.18,42,100,4.0,za,1655105450
427,albany,42.6001,-73.9662,65.39,93,100,2.53,au,1655105615
428,bluff,-46.6,168.3333,46.8,63,80,27.36,nz,1655105746
429,severnyy,50.677,36.5532,73.44,64,0,4.47,ru,1655106216
430,saint-jean-de-maurienne,45.1667,6.5833,61.25,60,1,7.23,fr,1655106217
431,naryan-mar,67.6713,53.087,62.82,33,85,10.18,ru,1655105798
432,atuona,-9.8,-139.0333,77.9,64,76,20.78,pf,1655105804
433,mogadishu,2.0371,45.3438,84.07,74,40,17.27,so,1655106060
434,hastings,50.8552,0.5729,61.99,68,10,8.93,nz,1655106223
435,otradnoye,59.7775,30.8181,67.95,45,28,7.31,ru,1655106225
436,oistins,13.0667,-59.5333,80.69,78,20,17.27,bb,1655106227
437,yellowknife,62.456,-114.3525,50.56,87,20,2.3,ca,1655105924
438,mount isa,-20.7333,139.5,71.37,20,6,6.91,au,1655106229
439,edirne,41.6772,26.556,78.8,60,4,13.73,tr,1655106230
440,punta arenas,-53.15,-70.9167,42.91,93,75,2.3,cl,1655105700
441,rikitea,-23.1203,-134.9692,73.09,66,62,12.33,pf,1655105777
442,gilgit,35.9221,74.3087,84.09,28,40,4.07,pk,1655106235
443,vaini,-21.2,-175.2,77.16,94,75,4.61,to,1655105712
444,axintele,44.6,26.7833,80.13,48,1,15.48,ro,1655106237
445,georgetown,5.4112,100.3354,91.33,70,20,10.36,sh,1655105534
446,xuddur,4.1213,43.8894,85.06,42,100,22.03,so,1655105884
447,port blair,11.6667,92.75,89.64,66,40,8.05,in,1655106241
448,kapaa,22.0752,-159.319,78.78,86,75,17.27,us,1655105722
449,kimbe,-5.5502,150.1429,78.31,86,67,0.54,pg,1655106243
450,aksu,41.1231,80.2644,97.34,7,91,7.63,cn,1655106244
451,sao filipe,14.8961,-24.4956,72.79,81,21,6.17,cv,1655105754
452,khatanga,71.9667,102.5,73.42,26,100,7.87,ru,1655105951
453,atuona,-9.8,-139.0333,77.9,64,76,20.78,pf,1655105804
454,nishihara,26.1842,127.7558,85.66,91,75,20.71,jp,1655105896
455,castro,-24.7911,-50.0119,36.16,80,0,2.46,cl,1655105880
456,grand gaube,-20.0064,57.6608,76.37,68,58,13.0,mu,1655106251
457,punta arenas,-53.15,-70.9167,42.91,93,75,2.3,cl,1655105700
458,east london,-33.0153,27.9116,76.14,29,0,19.57,za,1655106253
459,rikitea,-23.1203,-134.9692,73.09,66,62,12.33,pf,1655105777
460,cape town,-33.9258,18.4232,58.26,94,75,12.66,za,1655105612
461,beira,-19.8436,34.8389,69.89,88,20,8.05,mz,1655106256
462,port elizabeth,-33.918,25.5701,65.32,68,0,3.44,za,1655105791
463,rikitea,-23.1203,-134.9692,73.09,66,62,12.33,pf,1655105777
464,asau,46.4333,26.4,76.95,54,6,5.59,tv,1655106259
465,avarua,-21.2078,-159.775,75.25,73,20,8.05,ck,1655106262
466,ushuaia,-54.8,-68.3,35.26,100,40,2.3,ar,1655105714
467,salalah,17.0151,54.0924,91.49,66,75,14.97,om,1655105766
468,ushuaia,-54.8,-68.3,35.26,100,40,2.3,ar,1655105714
469,coquimbo,-29.9533,-71.3436,49.73,93,100,2.3,cl,1655106196
470,kathmandu,27.7167,85.3167,80.82,65,75,5.75,np,1655106045
471,cherskiy,68.75,161.3,69.31,28,74,8.19,ru,1655106269
472,bambous virieux,-20.3428,57.7575,76.21,69,75,18.41,mu,1655106270
473,ponta do sol,32.6667,-17.1,69.01,75,46,1.48,cv,1655105736
474,muriae,-21.1306,-42.3664,60.3,94,100,3.58,br,1655106272
475,bambous virieux,-20.3428,57.7575,76.21,69,75,18.41,mu,1655106270
476,mar del plata,-38.0023,-57.5575,46.09,74,0,4.61,ar,1655105612
477,mogadishu,2.0371,45.3438,84.07,74,40,17.27,so,1655106060
478,petropavlovsk-kamchatskiy,53.0452,158.6483,64.99,42,20,8.95,ru,1655106169
479,victoria,22.2855,114.1577,87.85,82,84,18.99,sc,1655105817
480,ushuaia,-54.8,-68.3,35.26,100,40,2.3,ar,1655105714
481,port elizabeth,-33.918,25.5701,65.32,68,0,3.44,za,1655105791
482,dali,25.7,100.1833,77.04,55,100,5.06,cn,1655106282
483,nikolskoye,59.7035,30.7861,68.88,45,32,6.96,ru,1655105776
484,jamestown,42.097,-79.2353,60.39,66,3,1.54,sh,1655105602
485,tucuma,-0.1833,-50.05,73.8,93,1,1.83,br,1655106285
486,corinto,37.9407,22.9573,79.41,60,65,8.3,ni,1655106286
487,tuatapere,-46.1333,167.6833,43.84,79,93,15.05,nz,1655105981
488,pacifica,37.6138,-122.4869,59.68,87,20,23.02,us,1655106048
489,mataura,-46.1927,168.8643,46.47,88,78,10.63,pf,1655105717
490,bluff,-46.6,168.3333,46.8,63,80,27.36,nz,1655105746
491,new norfolk,-42.7826,147.0587,46.71,82,23,1.01,au,1655105700
492,clyde river,70.4692,-68.5914,30.43,86,100,5.75,ca,1655105698
493,saint george,37.1041,-113.5841,90.19,9,0,14.97,bm,1655105739
494,hobart,-42.8794,147.3294,47.05,77,20,5.75,au,1655105785
495,marsaxlokk,35.8419,14.5431,79.41,50,0,9.22,mt,1655106298
496,ribeira grande,38.5167,-28.7,63.0,77,40,12.66,pt,1655105904
497,tianpeng,30.9866,103.9393,80.73,64,98,5.23,cn,1655106301
498,hermanus,-34.4187,19.2345,61.81,83,100,12.19,za,1655105704
499,punta arenas,-53.15,-70.9167,42.91,93,75,2.3,cl,1655105700
500,coahuayana,18.7333,-103.6833,77.81,82,73,3.38,mx,1655106304
501,albany,42.6001,-73.9662,66.38,93,100,2.53,au,1655106211
502,san cristobal,7.7669,-72.225,62.73,99,84,3.65,ec,1655106306
503,busselton,-33.65,115.3333,61.52,71,90,14.18,au,1655105733
504,fortuna,40.5982,-124.1573,55.65,86,100,9.22,us,1655106308
505,puerto escondido,15.85,-97.0667,77.52,85,100,2.06,mx,1655106310
506,la ronge,55.1001,-105.2842,55.65,88,75,3.44,ca,1655105922
507,kapaa,22.0752,-159.319,78.78,86,75,17.27,us,1655105722
508,rio brilhante,-21.8019,-54.5464,41.79,82,1,4.47,br,1655106313
509,bodden town,19.2833,-81.25,79.93,88,99,5.01,ky,1655106314
510,hambantota,6.1241,81.1185,95.34,52,20,11.5,lk,1655106315
511,arcata,40.8665,-124.0828,54.75,81,75,5.75,us,1655106317
512,mar del plata,-38.0023,-57.5575,46.09,74,0,4.61,ar,1655105612
513,belaya kholunitsa,58.84,50.8528,65.53,32,6,6.22,ru,1655106319
514,nikolskoye,59.7035,30.7861,68.88,45,32,6.96,ru,1655105776
515,bambous virieux,-20.3428,57.7575,76.21,69,75,18.41,mu,1655106270
516,zaragoza,41.6561,-0.8773,72.86,65,0,14.97,mx,1655106054
517,hay river,60.8156,-115.7999,51.78,82,20,2.3,ca,1655106323
518,alexandria,31.2156,29.9553,78.76,61,40,9.22,eg,1655106215
519,yeppoon,-23.1333,150.7333,65.98,55,0,3.94,au,1655106326
520,clyde river,70.4692,-68.5914,30.43,86,100,5.75,ca,1655106327
521,busselton,-33.65,115.3333,61.52,71,90,14.18,au,1655105733
522,nanortalik,60.1432,-45.2371,35.58,84,38,20.8,gl,1655106200
523,boddam,57.4667,-1.7833,56.43,69,75,13.71,gb,1655106331
524,vaini,-21.2,-175.2,77.16,94,75,4.61,to,1655106332
525,taoudenni,22.6783,-3.9836,93.83,27,94,5.35,ml,1655106333
526,punta arenas,-53.15,-70.9167,42.91,93,75,2.3,cl,1655106334
527,rocha,-34.4833,-54.3333,42.4,89,64,2.08,uy,1655105906
528,el dorado,38.7666,-120.5177,57.56,96,98,0.85,us,1655106101
529,yulara,-25.2406,130.9889,66.22,29,0,3.83,au,1655106338
530,yellowknife,62.456,-114.3525,50.56,87,20,2.3,ca,1655105924
531,kapchorwa,1.3965,34.4509,70.57,55,65,5.19,ug,1655106340
532,hobart,-42.8794,147.3294,47.05,77,20,5.75,au,1655105785
533,qaanaaq,77.484,-69.3632,22.95,69,0,4.63,gl,1655105784
534,yulara,-25.2406,130.9889,66.22,29,0,3.83,au,1655106338
535,maba,24.6841,113.5984,80.56,93,100,1.23,cn,1655106344
536,albany,42.6001,-73.9662,66.38,93,100,2.53,au,1655106211
537,busselton,-33.65,115.3333,61.52,71,90,14.18,au,1655106346
538,khatanga,71.9667,102.5,73.42,26,100,7.87,ru,1655105951
539,victoria,22.2855,114.1577,87.85,82,84,18.99,sc,1655105817
540,padang,-0.9492,100.3543,86.05,69,93,5.44,id,1655106351
541,kapaa,22.0752,-159.319,78.78,86,75,17.27,us,1655106352
542,busselton,-33.65,115.3333,61.52,71,90,14.18,au,1655106346
543,shakawe,-18.3667,21.85,67.03,39,0,6.71,bw,1655106356
544,aragats,40.4889,44.3528,62.17,60,0,7.25,am,1655106357
545,hofn,64.2539,-15.2082,48.2,90,100,7.18,is,1655105849
546,rikitea,-23.1203,-134.9692,73.09,66,62,12.33,pf,1655105777
547,stabat,3.761,98.4513,88.0,59,97,7.0,id,1655106361
548,mataura,-46.1927,168.8643,46.47,88,78,10.63,pf,1655106362
549,mataura,-46.1927,168.8643,46.47,88,78,10.63,pf,1655106362
550,ushuaia,-54.8,-68.3,35.26,100,40,2.3,ar,1655106190
551,jacareacanga,-6.2222,-57.7528,70.66,99,100,1.16,br,1655106367
552,pevek,69.7008,170.3133,39.92,65,61,9.78,ru,1655105977
553,tiksi,71.6872,128.8694,45.88,63,53,7.49,ru,1655105989
554,port alfred,-33.5906,26.891,74.17,40,100,4.0,za,1655106371
555,hilo,19.7297,-155.09,78.28,85,0,8.05,us,1655106372
556,saint-pierre,-21.3393,55.4781,73.9,78,75,29.93,pm,1655106374
557,namibe,-15.1961,12.1522,73.44,47,0,6.89,ao,1655106376
558,ushuaia,-54.8,-68.3,35.26,100,40,2.3,ar,1655106190
559,miramar,25.9873,-80.2323,82.42,87,0,3.44,mx,1655106378
560,cape town,-33.9258,18.4232,58.26,94,75,12.66,za,1655105612
561,ilulissat,69.2167,-51.1,30.22,93,100,5.75,gl,1655106380
562,saint-philippe,-21.3585,55.7679,72.99,84,99,16.8,re,1655106030
563,georgetown,5.4112,100.3354,91.33,70,20,10.36,sh,1655105534
564,mana,5.6592,-53.7767,73.29,94,48,4.76,gf,1655106383
565,havelock,34.8791,-76.9013,80.58,94,40,8.05,us,1655105859
566,port hardy,50.6996,-127.4199,50.0,87,40,3.44,ca,1655106386
567,abingdon,51.6711,-1.2828,62.02,72,20,6.91,gb,1655106387
568,yellowknife,62.456,-114.3525,50.56,87,20,2.3,ca,1655105924
569,suntar,62.1444,117.6319,67.98,38,80,8.34,ru,1655106389
570,rikitea,-23.1203,-134.9692,73.09,66,62,12.33,pf,1655106390
571,ushuaia,-54.8,-68.3,35.26,100,40,2.3,ar,1655106190
572,mataura,-46.1927,168.8643,46.47,88,78,10.63,pf,1655106362
573,busselton,-33.65,115.3333,61.52,71,90,14.18,au,1655106346
574,yeniseysk,58.4497,92.1703,82.33,33,53,10.76,ru,1655106394
575,cidreira,-30.1811,-50.2056,51.1,76,100,14.09,br,1655105847
576,kapaa,22.0752,-159.319,78.78,86,75,17.27,us,1655106352
577,mount gambier,-37.8333,140.7667,52.59,62,100,3.24,au,1655106398
578,gatton,-27.55,152.2833,58.14,89,2,1.74,au,1655106399
579,rikitea,-23.1203,-134.9692,73.09,66,62,12.33,pf,1655106390
580,saldanha,-33.0117,17.9442,55.45,89,100,19.64,za,1655106401
581,victoria,22.2855,114.1577,87.85,82,84,18.99,sc,1655105817
582,sembakung,3.8167,117.25,91.29,50,96,5.55,id,1655106403
583,vaini,-21.2,-175.2,77.16,94,75,4.61,to,1655106332
584,ushuaia,-54.8,-68.3,35.26,100,40,2.3,ar,1655106190
585,lasa,46.6166,10.7002,66.69,59,93,3.94,cn,1655106408
586,rikitea,-23.1203,-134.9692,73.09,66,62,12.33,pf,1655106390
587,leningradskiy,69.3833,178.4167,33.84,87,96,11.1,ru,1655106410
588,imbituba,-28.24,-48.6703,51.85,76,0,6.91,br,1655106411
589,hilo,19.7297,-155.09,78.28,85,0,8.05,us,1655106372
590,san quintin,30.4833,-115.95,62.04,89,93,9.82,mx,1655106413
591,barrow,71.2906,-156.7887,26.62,93,100,8.05,us,1655106415
592,sola,-13.8833,167.55,80.89,75,11,13.87,vu,1655106416
593,hof,50.3167,11.9167,67.46,61,0,9.22,no,1655106417
594,iqaluit,63.7506,-68.5145,35.33,87,75,10.36,ca,1655105822
595,hobart,-42.8794,147.3294,47.05,78,20,4.61,au,1655106303
596,talaya,61.3833,152.75,46.67,74,95,6.17,ru,1655106420
597,victoria,22.2855,114.1577,87.85,82,84,18.99,sc,1655105817
598,srandakan,-7.9386,110.2506,82.22,75,91,5.61,id,1655106422
599,georgetown,5.4112,100.3354,91.33,70,20,10.36,gy,1655106303
600,bredasdorp,-34.5322,20.0403,59.77,70,100,3.58,za,1655105654
601,punta arenas,-53.15,-70.9167,42.91,93,75,2.3,cl,1655106334
602,albany,42.6001,-73.9662,66.38,93,100,2.53,au,1655106211
603,manta,-0.95,-80.7333,71.38,88,100,6.91,ec,1655106428
604,thompson,55.7435,-97.8558,50.16,87,40,2.3,ca,1655105773
605,ivanteyevka,55.9711,37.9208,74.86,57,88,8.63,ru,1655106430
606,rikitea,-23.1203,-134.9692,73.09,66,62,12.33,pf,1655106390
607,mataura,-46.1927,168.8643,46.47,88,78,10.63,pf,1655106362
608,rikitea,-23.1203,-134.9692,73.09,66,62,12.33,pf,1655106390
609,saint-georges,12.0564,-61.7485,80.28,78,20,13.8,gf,1655105923
610,ushuaia,-54.8,-68.3,35.26,100,40,2.3,ar,1655106190
611,port alfred,-33.5906,26.891,74.17,40,100,4.0,za,1655106371
612,torrington,41.8007,-73.1212,66.04,97,100,1.01,us,1655106437
613,qaanaaq,77.484,-69.3632,22.95,69,0,4.63,gl,1655106439
614,alekseyevsk,57.8406,108.3492,77.14,34,100,8.5,ru,1655106440
615,bluff,-46.6,168.3333,46.8,63,80,27.36,nz,1655106441
616,ilulissat,69.2167,-51.1,30.22,93,100,5.75,gl,1655106380
617,viedma,-40.8135,-62.9967,51.73,52,100,14.16,ar,1655106444
618,sharjah,25.3573,55.4033,98.89,44,0,20.71,ae,1655106440
619,dali,25.7,100.1833,77.04,55,100,5.06,cn,1655106282
620,georgetown,5.4112,100.3354,91.33,70,20,10.36,sh,1655106303
621,vaini,-21.2,-175.2,77.16,94,75,4.61,to,1655106332
622,vega de alatorre,20.0333,-96.6333,79.75,69,100,9.26,mx,1655106450
623,butaritari,3.0707,172.7902,82.04,69,6,12.8,ki,1655106451
624,naze,28.3667,129.4833,77.92,81,97,22.41,jp,1655106452
625,saint-joseph,-21.3667,55.6167,71.98,82,81,16.69,re,1655106428
626,jimenez,28.3333,-105.4,83.91,24,12,6.78,mx,1655106455
627,busselton,-33.65,115.3333,61.52,71,90,14.18,au,1655106346
628,poirino,44.9208,7.8469,83.86,44,0,2.82,it,1655106459
629,malakal,9.5334,31.6605,92.5,36,94,9.57,sd,1655106460
630,punta arenas,-53.15,-70.9167,42.91,93,75,2.3,cl,1655106334
631,saint george,37.1041,-113.5841,90.19,9,0,14.97,bm,1655106462
632,bluff,-46.6,168.3333,46.8,63,80,27.36,nz,1655106441
633,bet shemesh,31.7496,34.9888,80.96,21,54,14.43,il,1655106464
634,shingu,33.7333,135.9833,69.44,77,100,5.7,jp,1655106466
635,esso,55.9333,158.7,42.26,99,100,2.73,ru,1655106468
636,ukiah,39.1502,-123.2078,53.17,85,30,5.48,us,1655106302
637,punta arenas,-53.15,-70.9167,42.91,93,75,2.3,cl,1655106334
638,mount gambier,-37.8333,140.7667,52.59,62,100,3.24,au,1655106398
639,hobart,-42.8794,147.3294,47.05,78,20,4.61,au,1655106303
640,komsomolskiy,40.4272,71.7189,79.52,38,100,0.0,ru,1655106473
641,cape town,-33.9258,18.4232,58.26,92,75,13.8,za,1655106415
642,vaini,-21.2,-175.2,77.16,94,75,4.61,to,1655106332
643,tual,-5.6667,132.75,80.91,82,100,22.57,id,1655106476
644,hithadhoo,-0.6,73.0833,84.06,71,27,7.67,mv,1655106478
645,nishihara,26.1842,127.7558,85.66,91,75,20.71,jp,1655105896
646,ushuaia,-54.8,-68.3,35.26,100,40,2.3,ar,1655106190
647,namibe,-15.1961,12.1522,73.44,47,0,6.89,ao,1655106376
648,albany,42.6001,-73.9662,66.38,93,100,2.53,au,1655106211
649,klaksvik,62.2266,-6.589,50.92,90,100,5.59,fo,1655106010
650,cape town,-33.9258,18.4232,58.26,92,75,13.8,za,1655106415
651,kruisfontein,-34.0033,24.7314,67.24,40,100,3.02,za,1655106487
652,albany,42.6001,-73.9662,66.38,93,100,2.53,au,1655106211
653,paso de los toros,-32.8167,-56.5167,42.06,76,54,3.53,uy,1655106489
654,port hedland,-20.3167,118.5667,84.25,26,0,8.05,au,1655106451
655,griffith,41.5284,-87.4237,61.29,80,100,5.75,au,1655106491
656,touros,-5.1989,-35.4608,72.99,88,14,8.46,br,1655106190
657,albany,42.6001,-73.9662,66.38,93,100,2.53,au,1655106211
658,felsotarkany,47.9667,20.4167,76.95,41,3,3.74,hu,1655106495
659,rikitea,-23.1203,-134.9692,73.09,66,62,12.33,pf,1655106390
660,mataura,-46.1927,168.8643,46.47,88,78,10.63,pf,1655106362
661,hirara,24.8,125.2833,88.07,79,75,21.85,jp,1655106498
662,dickinson,29.4608,-95.0513,83.03,88,0,10.36,us,1655106499
663,albany,42.6001,-73.9662,66.38,93,100,2.53,au,1655106211
664,castro,-24.7911,-50.0119,36.16,80,0,2.46,cl,1655106502
665,ilulissat,69.2167,-51.1,30.22,93,100,5.75,gl,1655106380
666,hermanus,-34.4187,19.2345,60.8,83,100,12.19,za,1655106504
667,castro,-24.7911,-50.0119,36.16,80,0,2.46,br,1655106502
668,puerto ayora,-0.7393,-90.3518,71.55,94,83,4.0,ec,1655105919
669,georgetown,5.4112,100.3354,91.33,70,20,10.36,sh,1655106303
670,kwekwe,-18.9281,29.8149,61.74,65,0,3.87,zw,1655106210
671,ushuaia,-54.8,-68.3,35.26,100,40,2.3,ar,1655106190
672,jamestown,42.097,-79.2353,60.39,66,3,1.01,sh,1655106511
673,ushuaia,-54.8,-68.3,35.26,100,40,2.3,ar,1655106190
674,avarua,-21.2078,-159.775,75.25,73,20,8.05,ck,1655106262
675,farafangana,-22.8167,47.8333,70.86,67,100,1.43,mg,1655106514
676,nishihara,26.1842,127.7558,85.66,89,75,20.71,jp,1655106515
677,kodiak,57.79,-152.4072,56.71,62,0,5.75,us,1655106516
678,hermanus,-34.4187,19.2345,60.8,83,100,12.19,za,1655106504
679,camacha,33.0833,-16.3333,63.82,68,40,3.44,pt,1655106519
680,souillac,-20.5167,57.5167,75.58,69,75,18.41,mu,1655106520
681,ushuaia,-54.8,-68.3,35.26,100,40,2.3,ar,1655106190
682,svetlaya,46.5389,138.3297,56.34,78,5,7.61,ru,1655106523
683,puerto ayora,-0.7393,-90.3518,71.55,94,83,5.01,ec,1655106525
684,hobart,-42.8794,147.3294,47.05,78,20,4.61,au,1655106303
685,rikitea,-23.1203,-134.9692,73.09,66,62,12.33,pf,1655106390
686,tongchuan,35.0806,109.0897,91.31,11,65,10.49,cn,1655106530
687,rikitea,-23.1203,-134.9692,73.09,66,62,12.33,pf,1655106390
688,caxambu,-21.9772,-44.9325,47.25,68,100,3.06,br,1655106532
689,kavieng,-2.5744,150.7967,82.67,72,35,12.12,pg,1655106533
690,tasiilaq,65.6145,-37.6368,35.76,100,100,2.98,gl,1655106158
691,ushuaia,-54.8,-68.3,35.26,100,40,2.3,ar,1655106190
692,rikitea,-23.1203,-134.9692,73.09,66,62,12.33,pf,1655106390
693,ambikapur,23.1167,83.2,94.05,33,95,6.98,in,1655106538
694,qaanaaq,77.484,-69.3632,22.95,69,0,4.63,gl,1655106439
695,tiksi,71.6872,128.8694,45.88,63,53,7.49,ru,1655105989
696,acarau,-2.8856,-40.12,73.83,89,52,8.21,br,1655106542
697,asau,46.4333,26.4,76.95,54,6,5.59,tv,1655106259
698,de-kastri,51.4667,140.7833,57.51,68,16,7.85,ru,1655106545
699,husavik,66.0449,-17.3389,48.09,81,100,3.74,is,1655106547
700,provideniya,64.3833,-173.3,41.05,68,99,2.75,ru,1655105967
701,kapaa,22.0752,-159.319,78.78,86,75,17.27,us,1655106352
702,hamilton,39.1834,-84.5333,74.77,93,75,6.91,bm,1655106550
703,mataura,-46.1927,168.8643,46.47,88,78,10.63,pf,1655106362
704,bismarck,46.8083,-100.7837,60.87,94,100,24.16,us,1655106389
705,ushuaia,-54.8,-68.3,35.26,100,40,2.3,ar,1655106190
706,katsuura,35.1333,140.3,66.72,69,100,13.56,jp,1655106554
707,mogadishu,2.0371,45.3438,84.07,74,40,17.27,so,1655106060
708,zhezkazgan,47.8043,67.7144,91.38,14,75,20.13,kz,1655106556
709,fernley,39.608,-119.2518,58.75,55,24,10.0,us,1655106558
710,sainte-maxime,43.3,6.6333,86.99,74,45,3.8,fr,1655106559
711,mataura,-46.1927,168.8643,46.47,88,78,10.63,pf,1655106362
712,mahebourg,-20.4081,57.7,77.25,69,75,18.41,mu,1655106561
713,georgetown,5.4112,100.3354,91.33,70,20,10.36,sh,1655106303
714,port alfred,-33.5906,26.891,74.17,40,100,4.0,za,1655106371
715,khatanga,71.9667,102.5,73.42,26,100,7.87,ru,1655106564
716,khatanga,71.9667,102.5,73.42,26,100,7.87,ru,1655106564
717,severo-kurilsk,50.6789,156.125,43.66,89,67,10.29,ru,1655106567
718,hanna,51.6334,-111.9018,46.85,91,96,5.01,ca,1655106568
719,cape town,-33.9258,18.4232,58.26,92,75,13.8,za,1655106415
720,leh,34.1667,77.5833,61.77,25,77,6.26,in,1655106570
721,souillac,-20.5167,57.5167,75.58,69,75,18.41,mu,1655106520
722,rikitea,-23.1203,-134.9692,73.09,66,62,12.33,pf,1655106390
723,yumen,40.2833,97.2,89.11,4,0,19.53,cn,1655106573
724,castro,-24.7911,-50.0119,36.16,80,0,2.46,cl,1655106502
725,novokizhinginsk,51.6115,109.5917,77.65,24,98,8.5,ru,1655106575
726,san patricio,28.017,-97.5169,82.85,85,3,13.15,mx,1655106577
727,bluff,-46.6,168.3333,46.8,63,80,27.36,nz,1655106441
728,vaini,-21.2,-175.2,77.16,94,75,4.61,to,1655106332
729,thompson,55.7435,-97.8558,50.16,87,40,2.3,ca,1655106530
730,bilma,18.6853,12.9164,99.21,13,97,21.07,ne,1655106582
731,hilo,19.7297,-155.09,78.28,85,0,8.05,us,1655106372
732,matara,5.9485,80.5353,85.37,70,99,13.22,lk,1655106584
733,ponta do sol,32.6667,-17.1,70.0,75,46,1.48,cv,1655106586
734,nanortalik,60.1432,-45.2371,35.58,84,38,20.8,gl,1655106200
735,fairbanks,64.8378,-147.7164,60.76,64,0,3.44,us,1655106588
736,kirakira,-10.4544,161.9205,79.79,83,36,8.39,sb,1655106589
737,bredasdorp,-34.5322,20.0403,59.77,70,100,3.58,za,1655106591
738,mahebourg,-20.4081,57.7,77.25,69,75,18.41,mu,1655106561
739,vaini,-21.2,-175.2,77.16,94,75,4.61,to,1655106332
740,arraial do cabo,-22.9661,-42.0278,66.85,66,100,26.15,br,1655106064
741,geraldton,-28.7667,114.6,66.61,59,100,11.5,au,1655106596
742,mataura,-46.1927,168.8643,46.47,88,78,10.63,pf,1655106362
743,tamandare,-8.7597,-35.1047,72.18,91,24,3.85,br,1655106598
